순번,행정구역(구),행정구역(동),지번,교차로,구분,용도
4157,서원구,산남동,274-2 도,산남2사거리,차량등,일반신호등
4158,서원구,산남동,274-2 도,산남2사거리,보행등,일반신호등
4159,서원구,산남동,338구,산남2사거리,차량등,일반신호등
4160,서원구,산남동,265-1 도,산남2사거리,차량등,일반신호등
4161,서원구,산남동,274-2 도,산남2사거리,보행등,일반신호등
4162,서원구,산남동,274-2 도,산남2사거리,차량등,일반신호등
4163,서원구,산남동,274-2 도,산남2사거리,차량등,일반신호등
4164,서원구,산남동,274-2 도,산남2사거리,차량등,일반신호등
4165,서원구,수곡동,1046도,산남세원아파트4,차량등,일반신호등
4166,서원구,수곡동,1046도,산남세원아파트4,차량등,일반신호등
4167,서원구,수곡동,1046도,산남세원아파트4,차량등,일반신호등
4168,서원구,수곡동,1046도,산남세원아파트4,보행등,일반신호등
4169,서원구,수곡동,355도,"산남주공2,4단지3",차량등,안전신호등
4170,서원구,수곡동,355도,"산남주공2,4단지3",보행등,안전신호등
4171,서원구,수곡동,355도,"산남주공2,4단지3",차량등,안전신호등
4172,서원구,수곡동,355도,"산남주공2,4단지3",차량등,안전신호등
4173,서원구,수곡동,355도,"산남주공2,4단지3",차량등,안전신호등
4174,서원구,수곡동,355도,"산남주공2,4단지3",차량등,안전신호등
4175,서원구,수곡동,355도,"산남주공2,4단지3",차량등,안전신호등
4176,서원구,수곡동,355도,"산남주공2,4단지3",차량등,안전신호등
4177,서원구,수곡동,352도,"산남주공2,4단지3",보행등,안전신호등
4178,서원구,수곡동,352도,"산남주공2,4단지3",보행등,안전신호등
4179,흥덕구,가경동,725-2도,죽림4,보행등,일반신호등
4180,서원구,죽림동,30-1도,죽림4,보행등,일반신호등
4181,서원구,죽림동,산53임,죽림4,보행등,일반신호등
4182,서원구,죽림동,30-2 도,죽림4,차량등,일반신호등
4183,서원구,죽림동,30-2 도,죽림4,차량등,일반신호등
4184,서원구,죽림동,산55-1도,죽림4,차량등,일반신호등
4185,흥덕구,가경동,271-6도,죽림4,차량등,일반신호등
4186,흥덕구,가경동,271-6도,죽림4,차량등,일반신호등
4187,서원구,죽림동,275-16도,죽림교4,차량등,일반신호등
4188,서원구,죽림동,427-2도,죽림교4,보행등,일반신호등
4189,서원구,죽림동,88-3도,죽림교4,보행등,일반신호등
4190,서원구,죽림동,88-3도,죽림교4,차량등,일반신호등
4191,서원구,죽림동,88-3도,죽림교4,차량등,일반신호등
4192,서원구,죽림동,88-3도,죽림교4,차량등,일반신호등
4193,흥덕구,가경동,271-6도,죽림4,보행등,일반신호등
4194,서원구,죽림동,88-3도,죽림교4,보행등,일반신호등
4195,서원구,죽림동,88 도,죽림교4,보행등,일반신호등
4196,서원구,죽림동,88 도,죽림교4,차량등,일반신호등
4197,서원구,죽림동,88 도,죽림교4,차량등,일반신호등
4198,서원구,죽림동,88 도,죽림교4,차량등,일반신호등
4199,서원구,죽림동,281-4도,죽림교4,차량등,일반신호등
4200,서원구,죽림동,281-4도,죽림교4,차량등,일반신호등
4201,서원구,죽림동,88-3도,죽림교4,보행등,일반신호등
4202,서원구,죽림동,88-3도,죽림교4,차량등,일반신호등
4203,서원구,죽림동,88-3도,죽림교4,차량등,일반신호등
4204,서원구,죽림동,88-3도,죽림교4,차량등,일반신호등
4205,서원구,죽림동,30-3 도,죽림4,보행등,일반신호등
4206,서원구,죽림동,416도,죽림4,보행등,일반신호등
4207,흥덕구,가경동,1739도,죽림4,보행등,일반신호등
4208,서원구,죽림동,416도,죽림4,차량등,일반신호등
4209,서원구,죽림동,416도,죽림4,차량등,일반신호등
4210,서원구,죽림동,416도,죽림4,차량등,일반신호등
4211,흥덕구,가경동,271-6도,죽림4,차량등,일반신호등
4212,흥덕구,가경동,산99-5 도,예술고교4,차량등,일반신호등
4213,흥덕구,가경동,산99-8 도,예술고교4,차량등,일반신호등
4214,흥덕구,가경동,산99-5 도,예술고교4,차량등,일반신호등
4215,흥덕구,가경동,290 학,예술고교4,보행등,일반신호등
4216,흥덕구,석곡동,산1-1도,노인복지마을3,보행등,일반신호등
4217,흥덕구,가경동,296-6도,노인복지마을3,보행등,일반신호등
4218,흥덕구,석곡동,산1-1도,노인복지마을3,차량등,일반신호등
4219,흥덕구,석곡동,산1-1도,노인복지마을3,차량등,일반신호등
4220,흥덕구,가경동,282-5 도,예술고교4,보행등,일반신호등
4221,흥덕구,가경동,290 학,예술고교4,보행등,일반신호등
4222,흥덕구,가경동,284-1도,예술고교4,차량등,일반신호등
4223,흥덕구,가경동,284-1도,예술고교4,차량등,일반신호등
4224,흥덕구,가경동,284-2전,예술고교4,차량등,일반신호등
4225,서원구,죽림동,417도,홈플러스4,보행등,일반신호등
4226,흥덕구,가경동,1557도,가경신한은행3,보행등,일반신호등
4227,흥덕구,가경동,1557도,가경신한은행3,보행등,일반신호등
4228,흥덕구,가경동,1725도,가경신한은행3,보행등,일반신호등
4229,흥덕구,가경동,1557도,가경신한은행3,차량등,일반신호등
4230,흥덕구,가경동,1557도,가경신한은행3,차량등,일반신호등
4231,흥덕구,가경동,1557도,가경신한은행3,차량등,일반신호등
4232,흥덕구,가경동,1557도,가경신한은행3,차량등,일반신호등
4233,흥덕구,가경동,1557도,가경신한은행3,차량등,일반신호등
4234,흥덕구,가경동,1557도,가경신한은행3,차량등,일반신호등
4235,흥덕구,가경동,1557도,가경신한은행3,차량등,일반신호등
4236,흥덕구,가경동,1557도,가경신한은행3,차량등,일반신호등
4237,흥덕구,가경동,1725도,가경신한은행3,보행등,일반신호등
4238,서원구,죽림동,417도,홈플러스4,차량등,일반신호등
4239,서원구,죽림동,417도,홈플러스4,차량등,일반신호등
4240,흥덕구,가경동,1557도,홈플러스4,보행등,일반신호등
4241,서원구,죽림동,417도,홈플러스4,차량등,일반신호등
4242,서원구,죽림동,417도,홈플러스4,차량등,일반신호등
4243,서원구,죽림동,417도,홈플러스4,차량등,일반신호등
4244,서원구,죽림동,417도,홈플러스4,차량등,일반신호등
4245,서원구,죽림동,417도,홈플러스4,차량등,일반신호등
4246,서원구,죽림동,417도,홈플러스4,차량등,일반신호등
4247,서원구,죽림동,427도,홈플러스4,보행등,일반신호등
4248,서원구,죽림동,417도,홈플러스4,보행등,일반신호등
4249,흥덕구,가경동,산73-5도,가경홍골3가,보행등,일반신호등
4250,흥덕구,가경동,1735도,명인사우나3,보행등,일반신호등
4251,흥덕구,가경동,1710도,가경푸르지오후문4,보행등,일반신호등
4252,흥덕구,가경동,1710도,가경푸르지오후문4,보행등,일반신호등
4253,흥덕구,가경동,1710도,가경푸르지오후문4,차량등,일반신호등
4254,흥덕구,가경동,1710도,가경푸르지오후문4,차량등,일반신호등
4255,흥덕구,가경동,1710도,가경푸르지오후문4,차량등,일반신호등
4256,흥덕구,가경동,1710도,가경푸르지오후문4,보행등,일반신호등
4257,흥덕구,가경동,1710도,가경푸르지오후문4,차량등,일반신호등
4258,흥덕구,가경동,1710도,가경푸르지오후문4,차량등,일반신호등
4259,흥덕구,가경동,1710도,가경푸르지오후문4,차량등,일반신호등
4260,흥덕구,가경동,1710도,가경푸르지오후문4,차량등,일반신호등
4261,흥덕구,가경동,1710도,가경푸르지오후문4,차량등,일반신호등
4262,흥덕구,가경동,1710도,가경푸르지오후문4,차량등,일반신호등
4263,흥덕구,가경동,1710도,가경푸르지오후문4,차량등,일반신호등
4264,흥덕구,가경동,1710도,가경푸르지오후문4,차량등,일반신호등
4265,흥덕구,가경동,1710도,가경푸르지오후문4,차량등,일반신호등
4266,흥덕구,가경동,1725도,가경푸르지오후문4,보행등,일반신호등
4267,흥덕구,가경동,1710도,명인사우나3,차량등,일반신호등
4268,흥덕구,가경동,1710도,명인사우나3,차량등,일반신호등
4269,흥덕구,가경동,1710도,명인사우나3,차량등,일반신호등
4270,흥덕구,가경동,1710도,명인사우나3,보행등,일반신호등
4271,흥덕구,가경동,1710도,명인사우나3,보행등,일반신호등
4272,흥덕구,가경동,1710도,명인사우나3,차량등,일반신호등
4273,흥덕구,가경동,1710도,명인사우나3,차량등,일반신호등
4274,흥덕구,가경동,1710도,명인사우나3,차량등,일반신호등
4275,흥덕구,가경동,1710도,명인사우나3,차량등,일반신호등
4276,흥덕구,가경동,1710도,명인사우나3,차량등,일반신호등
4277,흥덕구,가경동,1710도,명인사우나3,보행등,일반신호등
4278,흥덕구,가경동,1710도,명인사우나3,보행등,일반신호등
4279,흥덕구,가경동,1710도,명인사우나3,보행등,일반신호등
4280,흥덕구,가경동,산73-5도,가경홍골3,차량등,일반신호등
4281,흥덕구,가경동,산73-5도,가경홍골3,차량등,일반신호등
4282,흥덕구,가경동,산73-5도,가경홍골3,차량등,일반신호등
4283,흥덕구,가경동,산73-5도,가경홍골3가,차량등,일반신호등
4284,흥덕구,가경동,산73-5도,가경홍골3,차량등,일반신호등
4285,흥덕구,가경동,산73-5도,가경홍골3,차량등,일반신호등
4286,흥덕구,가경동,산73-5도,가경홍골3,차량등,일반신호등
4287,흥덕구,가경동,산73-5도,가경홍골3,차량등,일반신호등
4288,흥덕구,가경동,산73-5도,가경홍골3가,보행등,일반신호등
4289,흥덕구,가경동,1735도,가경홍골3가,보행등,일반신호등
4290,흥덕구,가경동,1735도,가경홍골3가,보행등,일반신호등
4291,흥덕구,가경동,1557도,서경초교4,보행등,안전신호등
4292,흥덕구,가경동,1557도,서경초교4,차량등,안전신호등
4293,흥덕구,가경동,1557도,서경초교4,차량등,안전신호등
4294,흥덕구,가경동,1557도,서경초교4,차량등,안전신호등
4295,흥덕구,가경동,1557도,서경초교4,차량등,안전신호등
4296,흥덕구,가경동,1557도,서경초교4,차량등,안전신호등
4297,흥덕구,가경동,1557도,서경초교4,차량등,안전신호등
4298,흥덕구,가경동,1557도,서경초교4,보행등,안전신호등
4299,흥덕구,가경동,1557도,서경초교4,차량등,안전신호등
4300,흥덕구,가경동,1557도,서경초교4,차량등,안전신호등
4301,흥덕구,가경동,1712도,서경초교4,보행등,안전신호등
4302,흥덕구,가경동,1557도,서경초교4,차량등,안전신호등
4303,흥덕구,가경동,1557도,서경초교4,차량등,안전신호등
4304,흥덕구,가경동,1711도,서경초교4,차량등,안전신호등
4305,흥덕구,가경동,1557도,서경초교4,보행등,안전신호등
4306,서원구,개신동,751도,개신농협4,보행등,일반신호등
4307,서원구,개신동,751도,개신농협4,보행등,일반신호등
4308,서원구,개신동,751도,개신농협4,차량등,일반신호등
4309,서원구,개신동,751도,개신농협4,차량등,일반신호등
4310,서원구,개신동,754도,개신농협4,보행등,일반신호등
4311,서원구,개신동,751도,개신농협4,보행등,일반신호등
4312,서원구,개신동,751도,개신농협4,차량등,일반신호등
4313,서원구,개신동,751도,개신농협4,차량등,일반신호등
4314,서원구,개신동,751도,개신농협4,보행등,일반신호등
4315,서원구,개신동,751도,개신농협4,차량등,일반신호등
4316,서원구,개신동,751도,개신농협4,차량등,일반신호등
4317,서원구,개신동,751도,개신농협4,보행등,일반신호등
4318,서원구,개신동,726도,개신농협4,보행등,일반신호등
4319,서원구,개신동,751도,개신농협4,보행등,일반신호등
4320,서원구,개신동,751도,개신농협4,차량등,일반신호등
4321,서원구,개신동,751도,개신농협4,차량등,일반신호등
4322,서원구,개신동,586-143도,개신주공그린빌3,차량등,일반신호등
4323,서원구,개신동,586-143도,개신주공그린빌3,차량등,일반신호등
4324,서원구,개신동,586-143도,개신주공그린빌3,차량등,일반신호등
4325,서원구,개신동,586-143도,개신주공그린빌3,보행등,일반신호등
4326,서원구,개신동,586-143도,개신주공그린빌3,차량등,일반신호등
4327,서원구,개신동,586-143도,개신주공그린빌3,차량등,일반신호등
4328,서원구,개신동,586-143도,개신주공그린빌3,차량등,일반신호등
4329,서원구,개신동,586-143도,개신주공그린빌3,보행등,일반신호등
4330,서원구,개신동,586-143도,개신주공그린빌3,차량등,일반신호등
4331,서원구,개신동,586-143도,개신주공그린빌3,차량등,일반신호등
4332,흥덕구,가경동,1557도,서경중3,보행등,안전신호등
4333,흥덕구,가경동,1557도,서경중3,차량등,안전신호등
4334,흥덕구,가경동,1557도,서경중3,차량등,안전신호등
4335,흥덕구,가경동,1557도,서경중3,차량등,안전신호등
4336,흥덕구,가경동,1557도,서경중3,차량등,안전신호등
4337,흥덕구,가경동,1557도,서경중3,차량등,안전신호등
4338,흥덕구,가경동,1563도,서경중3,보행등,안전신호등
4339,흥덕구,가경동,1563도,서경중3,보행등,안전신호등
4340,흥덕구,가경동,1557도,서경중3,차량등,안전신호등
4341,흥덕구,가경동,1557도,서경중3,보행등,안전신호등
4342,흥덕구,가경동,1557도,서경중3,차량등,안전신호등
4343,흥덕구,가경동,1539도,서원고4,보행등,일반신호등
4344,흥덕구,가경동,1540도,서원고4,보행등,일반신호등
