교차로명,시간,차종,1,2,3,4,5,6,7,8,9,10,11,12,위도,경도
성안동주민센터4,8:00,소형,346,19,93,199,198,77,219,95,64,22,54,568,36.631442,127.492856
성안동주민센터4,8:00,PCU,350,19,95,221,210,79,229,95,66,24,54,578,36.631442,127.492856
성안동주민센터4,13:00,대형,1,0,9,4,7,0,2,0,0,2,5,2,36.631442,127.492856
성안동주민센터4,13:00,소형,183,37,130,160,229,32,139,35,46,17,47,283,36.631442,127.492856
성안동주민센터4,13:00,PCU,185,37,148,168,243,32,143,35,46,21,57,287,36.631442,127.492856
성안동주민센터4,18:00,대형,2,0,7,10,10,1,4,0,0,0,0,9,36.631442,127.492856
성안동주민센터4,18:00,소형,180,38,200,420,266,30,165,72,73,18,73,362,36.631442,127.492856
성안동주민센터4,18:00,PCU,184,38,214,440,286,32,173,72,73,18,73,380,36.631442,127.492856
내수덕암교4,8:00,대형,39,21,57,9,4,4,8,0,6,0,15,12,36.71328,127.53591
내수덕암교4,8:00,소형,726,110,312,57,8,17,91,41,4,19,140,131,36.71328,127.53591
내수덕암교4,8:00,PCU,804,152,426,75,16,25,107,41,16,19,170,155,36.71328,127.53591
내수덕암교4,13:00,대형,54,8,26,7,4,0,3,0,0,0,14,5,36.71328,127.53591
내수덕암교4,13:00,소형,335,99,249,47,10,19,69,35,4,12,91,47,36.71328,127.53591
내수덕암교4,13:00,PCU,443,115,301,61,18,19,75,35,4,12,119,57,36.71328,127.53591
내수덕암교4,18:00,대형,25,13,40,2,4,0,4,3,2,0,9,6,36.71328,127.53591
내수덕암교4,18:00,소형,280,116,838,97,28,8,99,49,0,51,156,101,36.71328,127.53591
내수덕암교4,18:00,PCU,330,142,918,101,36,8,107,55,4,51,174,113,36.71328,127.53591
오창창리4,8:00,대형,128,2,174,42,23,84,34,25,31,51,17,29,36.737604,127.45791
오창창리4,8:00,소형,1313,148,885,70,321,515,354,130,112,242,215,105,36.737604,127.45791
오창창리4,8:00,PCU,1569,152,1233,154,367,683,422,180,174,344,249,163,36.737604,127.45791
오창창리4,13:00,대형,116,3,188,34,23,58,14,29,20,45,7,57,36.737604,127.45791
오창창리4,13:00,소형,661,141,667,78,134,307,192,163,74,248,113,66,36.737604,127.45791
오창창리4,13:00,PCU,893,147,1043,146,180,423,220,221,114,338,127,180,36.737604,127.45791
오창창리4,18:00,대형,71,4,127,25,11,32,16,21,10,44,13,27,36.737604,127.45791
오창창리4,18:00,소형,724,243,1224,87,222,337,586,365,56,423,212,102,36.737604,127.45791
오창창리4,18:00,PCU,866,251,1478,137,244,401,618,407,76,511,238,156,36.737604,127.45791
오창4,8:00,대형,188,17,226,3,10,46,17,10,13,58,45,8,36.740656,127.452498
오창4,8:00,소형,1761,114,764,25,95,247,70,86,151,112,50,79,36.740656,127.452498
오창4,8:00,PCU,2137,148,1216,31,115,339,104,106,177,228,140,95,36.740656,127.452498
오창4,13:00,대형,192,39,208,1,11,34,5,12,15,25,32,5,36.740656,127.452498
오창4,13:00,소형,794,56,797,43,63,97,87,99,103,54,85,62,36.740656,127.452498
오창4,13:00,PCU,1178,134,1213,45,85,165,97,123,133,104,149,72,36.740656,127.452498
오창4,18:00,대형,101,12,179,2,5,12,7,9,5,5,10,13,36.740656,127.452498
오창4,18:00,소형,732,86,1588,17,93,88,134,222,141,169,131,49,36.740656,127.452498
오창4,18:00,PCU,934,110,1946,21,103,112,148,240,151,179,151,75,36.740656,127.452498
증평나들목4,8:00,대형,16,28,13,0,123,11,81,58,89,19,21,0,36.77162,127.502093
증평나들목4,8:00,소형,71,70,32,0,295,28,174,352,481,12,68,3,36.77162,127.502093
증평나들목4,8:00,PCU,103,126,58,0,541,50,336,468,659,50,110,3,36.77162,127.502093
증평나들목4,13:00,대형,2,22,17,0,108,14,86,80,73,17,9,4,36.77162,127.502093
증평나들목4,13:00,소형,21,73,17,0,252,18,257,277,261,12,90,6,36.77162,127.502093
증평나들목4,13:00,PCU,25,117,51,0,468,46,429,437,407,46,108,14,36.77162,127.502093
증평나들목4,18:00,대형,4,8,7,0,51,3,42,34,42,1,23,0,36.77162,127.502093
증평나들목4,18:00,소형,27,53,78,0,213,14,298,597,351,23,160,2,36.77162,127.502093
증평나들목4,18:00,PCU,35,69,92,0,315,20,382,665,435,25,206,2,36.77162,127.502093
오창벤처프라자4,8:00,대형,0,4,0,27,144,8,99,9,5,2,1,8,36.710814,127.429942
오창벤처프라자4,8:00,소형,22,25,80,481,876,175,1006,196,37,94,200,180,36.710814,127.429942
오창벤처프라자4,8:00,PCU,22,33,80,535,1164,191,1204,214,47,98,202,196,36.710814,127.429942
오창벤처프라자4,13:00,대형,0,0,2,5,99,2,85,2,4,7,0,3,36.710814,127.429942
오창벤처프라자4,13:00,소형,27,26,26,120,409,83,435,82,51,221,110,140,36.710814,127.429942
오창벤처프라자4,13:00,PCU,27,26,30,130,607,87,605,86,59,235,110,146,36.710814,127.429942
오창벤처프라자4,18:00,대형,0,0,0,7,48,0,46,0,0,7,10,5,36.710814,127.429942
오창벤처프라자4,18:00,소형,65,135,9,211,874,193,887,29,237,141,65,306,36.710814,127.429942
오창벤처프라자4,18:00,PCU,65,135,9,225,970,193,979,29,237,155,85,316,36.710814,127.429942
오창한라비발디파크4,8:00,대형,50,12,49,1,27,21,21,4,2,8,7,8,36.71173,127.41914
오창한라비발디파크4,8:00,소형,455,135,251,61,468,176,385,16,11,61,298,37,36.71173,127.41914
오창한라비발디파크4,8:00,PCU,555,159,349,63,522,218,427,24,15,77,312,53,36.71173,127.41914
오창한라비발디파크4,13:00,대형,44,6,66,3,9,8,21,0,3,6,7,2,36.71173,127.41914
오창한라비발디파크4,13:00,소형,214,118,248,14,210,69,242,12,9,53,144,22,36.71173,127.41914
오창한라비발디파크4,13:00,PCU,302,130,380,20,228,85,284,12,15,65,158,26,36.71173,127.41914
오창한라비발디파크4,18:00,대형,22,3,28,0,12,12,17,1,2,5,11,4,36.71173,127.41914
오창한라비발디파크4,18:00,소형,197,221,550,51,560,88,469,17,29,143,239,33,36.71173,127.41914
오창한라비발디파크4,18:00,PCU,241,227,606,51,584,112,503,19,33,153,261,41,36.71173,127.41914
강내월곡4,8:00,대형,0,0,3,12,85,37,106,6,10,48,0,36,36.624493,127.369452
강내월곡4,8:00,소형,68,38,82,50,1214,287,1416,150,67,596,102,75,36.624493,127.369452
강내월곡4,8:00,PCU,68,38,88,74,1384,361,1628,162,87,692,102,147,36.624493,127.369452
강내월곡4,13:00,대형,0,0,0,20,78,42,80,4,0,53,0,13,36.624493,127.369452
강내월곡4,13:00,소형,30,49,23,56,827,254,710,69,82,333,53,62,36.624493,127.369452
강내월곡4,13:00,PCU,30,49,23,96,983,338,870,77,82,439,53,88,36.624493,127.369452
강내월곡4,18:00,대형,0,0,0,7,80,20,57,3,8,18,0,11,36.624493,127.369452
강내월곡4,18:00,소형,43,95,46,83,1143,499,1015,71,107,451,68,105,36.624493,127.369452
강내월곡4,18:00,PCU,43,95,46,97,1303,539,1129,77,123,487,68,127,36.624493,127.369452
청원나들목4,8:00,대형,66,137,58,0,6,78,3,0,2,90,124,1,36.533659,127.426389
청원나들목4,8:00,소형,539,157,757,3,3,553,2,0,2,589,233,2,36.533659,127.426389
청원나들목4,8:00,PCU,671,431,873,3,15,709,8,0,6,769,481,4,36.533659,127.426389
청원나들목4,13:00,대형,58,71,38,2,7,73,0,2,0,53,78,0,36.533659,127.426389
청원나들목4,13:00,소형,369,151,400,0,3,279,6,5,0,380,192,5,36.533659,127.426389
청원나들목4,13:00,PCU,485,293,476,4,17,425,6,9,0,486,348,5,36.533659,127.426389
청원나들목4,18:00,대형,22,37,39,2,4,50,1,0,2,52,54,0,36.533659,127.426389
청원나들목4,18:00,소형,767,189,493,1,2,635,9,8,0,589,190,7,36.533659,127.426389
청원나들목4,18:00,PCU,811,263,571,5,10,735,11,8,4,693,298,7,36.533659,127.426389
오동분기점4,8:00,대형,127,4,116,32,73,71,66,2,6,98,10,33,36.69625,127.474817
오동분기점4,8:00,소형,2177,118,1472,231,508,298,467,37,66,237,135,601,36.69625,127.474817
오동분기점4,8:00,PCU,2431,126,1704,295,654,440,599,41,78,433,155,667,36.69625,127.474817
오동분기점4,13:00,대형,69,3,79,22,77,75,76,15,7,103,8,37,36.69625,127.474817
오동분기점4,13:00,소형,1128,47,1143,179,230,161,201,25,27,218,68,244,36.69625,127.474817
오동분기점4,13:00,PCU,1266,53,1301,223,384,311,353,55,41,424,84,318,36.69625,127.474817
오동분기점4,18:00,대형,99,1,168,27,34,27,30,2,0,46,12,15,36.69625,127.474817
오동분기점4,18:00,소형,1087,100,2298,402,376,214,545,49,52,455,159,358,36.69625,127.474817
오동분기점4,18:00,PCU,1285,102,2634,456,444,268,605,53,52,547,183,388,36.69625,127.474817
오송만수4,8:00,대형,21,7,31,34,24,4,36,15,4,0,2,50,36.630124,127.333619
오송만수4,8:00,소형,400,222,312,73,358,73,796,187,150,34,88,431,36.630124,127.333619
오송만수4,8:00,PCU,442,236,374,141,406,81,868,217,158,34,92,531,36.630124,127.333619
오송만수4,13:00,대형,19,3,37,29,23,2,26,14,11,3,4,21,36.630124,127.333619
오송만수4,13:00,소형,189,71,194,76,256,63,227,119,102,32,94,94,36.630124,127.333619
오송만수4,13:00,PCU,227,77,268,134,302,67,279,147,124,38,102,136,36.630124,127.333619
오송만수4,18:00,대형,9,8,16,14,15,0,8,2,1,4,4,15,36.630124,127.333619
오송만수4,18:00,소형,281,66,395,209,578,90,323,177,134,79,239,102,36.630124,127.333619
오송만수4,18:00,PCU,299,82,427,237,608,90,339,181,136,87,247,132,36.630124,127.333619
오송2교차로4,8:00,대형,0,1,0,13,118,10,80,29,53,12,3,18,36.613667,127.332313
오송2교차로4,8:00,소형,1,32,2,90,733,42,624,189,699,20,27,155,36.613667,127.332313
오송2교차로4,8:00,PCU,1,34,2,116,969,62,784,247,805,44,33,191,36.613667,127.332313
오송2교차로4,13:00,대형,0,0,0,6,67,6,63,22,31,5,1,6,36.613667,127.332313
오송2교차로4,13:00,소형,2,6,3,92,499,23,506,147,130,15,16,113,36.613667,127.332313
오송2교차로4,13:00,PCU,2,6,3,104,633,35,632,191,192,25,18,125,36.613667,127.332313
오송2교차로4,18:00,대형,0,0,0,5,68,3,45,21,9,4,0,8,36.613667,127.332313
오송2교차로4,18:00,소형,4,20,3,112,700,30,613,435,191,26,22,78,36.613667,127.332313
오송2교차로4,18:00,PCU,4,20,3,122,836,36,703,477,209,34,22,94,36.613667,127.332313
남일고은4,8:00,대형,4,0,6,72,42,26,28,0,0,23,0,69,36.563265,127.510571
남일고은4,8:00,소형,53,7,98,793,124,147,52,0,4,165,24,388,36.563265,127.510571
남일고은4,8:00,PCU,61,7,110,937,208,199,108,0,4,211,24,526,36.563265,127.510571
남일고은4,13:00,대형,4,2,4,46,31,20,25,5,0,10,6,46,36.563265,127.510571
남일고은4,13:00,소형,55,11,64,410,71,226,32,3,9,103,4,409,36.563265,127.510571
남일고은4,13:00,PCU,63,15,72,502,133,266,82,13,9,123,16,501,36.563265,127.510571
남일고은4,18:00,대형,6,0,4,22,6,32,19,0,0,13,0,42,36.563265,127.510571
남일고은4,18:00,소형,129,19,51,340,60,329,228,8,3,149,22,711,36.563265,127.510571
남일고은4,18:00,PCU,141,19,59,384,72,393,266,8,3,175,22,795,36.563265,127.510571
충북학생교육문화원4,8:00,대형,162,0,135,0,0,0,0,17,22,2,2,3,36.682957,127.482354
충북학생교육문화원4,8:00,소형,2612,40,1557,0,0,19,0,131,448,27,17,2,36.682957,127.482354
충북학생교육문화원4,8:00,PCU,2936,40,1827,0,0,19,0,165,492,31,21,8,36.682957,127.482354
충북학생교육문화원4,13:00,대형,101,22,118,0,0,3,0,17,14,10,6,0,36.682957,127.482354
충북학생교육문화원4,13:00,소형,1383,36,1234,0,0,28,0,128,201,22,50,13,36.682957,127.482354
충북학생교육문화원4,13:00,PCU,1585,80,1470,0,0,34,0,162,229,42,62,13,36.682957,127.482354
충북학생교육문화원4,18:00,대형,138,2,189,0,0,3,0,19,13,11,2,0,36.682957,127.482354
충북학생교육문화원4,18:00,소형,1449,17,2645,0,0,32,0,318,134,27,92,4,36.682957,127.482354
충북학생교육문화원4,18:00,PCU,1725,21,3023,0,0,38,0,356,160,49,96,4,36.682957,127.482354
송천교서편4,8:00,대형,28,13,17,22,3,2,5,12,8,9,18,15,36.666446,127.46366
송천교서편4,8:00,소형,516,83,305,318,60,108,114,199,213,47,74,562,36.666446,127.46366
송천교서편4,8:00,PCU,572,109,339,362,66,112,124,223,229,65,110,592,36.666446,127.46366
송천교서편4,13:00,대형,11,6,17,21,7,11,4,16,18,7,6,9,36.666446,127.46366
송천교서편4,13:00,소형,224,39,138,158,73,31,61,197,140,15,68,234,36.666446,127.46366
송천교서편4,13:00,PCU,246,51,172,200,87,53,69,229,176,29,80,252,36.666446,127.46366
송천교서편4,18:00,대형,19,5,27,14,7,0,4,6,10,2,9,8,36.666446,127.46366
송천교서편4,18:00,소형,284,41,484,621,190,29,61,331,258,38,86,289,36.666446,127.46366
송천교서편4,18:00,PCU,322,51,538,649,204,29,69,343,278,42,104,305,36.666446,127.46366
율량칸타빌4,8:00,대형,37,0,50,5,0,0,21,6,1,4,2,11,36.672476,127.49613
율량칸타빌4,8:00,소형,642,39,498,128,69,240,86,199,99,179,159,409,36.672476,127.49613
율량칸타빌4,8:00,PCU,716,39,598,138,69,240,128,211,101,187,163,431,36.672476,127.49613
율량칸타빌4,13:00,대형,26,0,28,2,6,2,4,6,0,4,0,2,36.672476,127.49613
율량칸타빌4,13:00,소형,372,33,384,119,54,102,60,98,142,80,78,155,36.672476,127.49613
율량칸타빌4,13:00,PCU,424,33,440,123,66,106,68,110,142,88,78,159,36.672476,127.49613
율량칸타빌4,18:00,대형,43,0,52,0,1,0,4,5,4,0,0,0,36.672476,127.49613
율량칸타빌4,18:00,소형,393,96,1019,454,135,134,119,112,230,380,163,189,36.672476,127.49613
율량칸타빌4,18:00,PCU,479,96,1123,454,137,134,127,122,238,380,163,189,36.672476,127.49613
청주역분기점4,8:00,대형,0,37,0,11,44,22,43,0,9,15,31,24,36.646597,127.393526
청주역분기점4,8:00,소형,2,147,0,178,240,179,175,6,132,226,208,84,36.646597,127.393526
청주역분기점4,8:00,PCU,2,221,0,200,328,223,261,6,150,256,270,132,36.646597,127.393526
청주역분기점4,13:00,대형,0,63,0,8,40,15,51,3,2,35,93,4,36.646597,127.393526
청주역분기점4,13:00,소형,0,101,0,63,231,119,163,10,8,94,142,87,36.646597,127.393526
청주역분기점4,13:00,PCU,0,227,0,79,311,149,265,16,12,164,328,95,36.646597,127.393526
청주역분기점4,18:00,대형,0,8,0,16,33,1,10,0,1,11,31,3,36.646597,127.393526
청주역분기점4,18:00,소형,0,136,1,166,391,253,148,22,8,140,449,157,36.646597,127.393526
청주역분기점4,18:00,PCU,0,152,1,198,457,255,168,22,10,162,511,163,36.646597,127.393526
오창LG화학,8:00,대형,81,11,55,21,42,18,49,47,45,23,8,33,36.731941,127.449395
오창LG화학,8:00,소형,565,178,628,490,522,18,697,404,144,139,96,658,36.731941,127.449395
오창LG화학,8:00,PCU,727,200,738,532,606,54,795,498,234,185,112,724,36.731941,127.449395
오창LG화학,13:00,대형,53,5,74,13,17,7,14,51,56,8,0,29,36.731941,127.449395
오창LG화학,13:00,소형,276,58,230,269,231,28,222,110,85,35,60,328,36.731941,127.449395
오창LG화학,13:00,PCU,382,68,378,295,265,42,250,212,197,51,60,386,36.731941,127.449395
오창LG화학,18:00,대형,18,4,28,7,19,3,16,6,13,9,2,18,36.731941,127.449395
오창LG화학,18:00,소형,539,89,475,607,839,21,273,171,393,67,79,653,36.731941,127.449395
오창LG화학,18:00,PCU,575,97,531,621,877,27,305,183,419,85,83,689,36.731941,127.449395
충북교육과학연구원4,8:00,대형,2,3,6,2,1,1,0,1,0,3,0,3,36.637413,127.492161
충북교육과학연구원4,8:00,소형,422,176,247,115,108,108,290,9,15,59,68,385,36.637413,127.492161
충북교육과학연구원4,8:00,PCU,426,182,259,119,110,110,290,11,15,65,68,391,36.637413,127.492161
충북교육과학연구원4,13:00,대형,2,0,3,0,0,0,0,0,0,3,12,7,36.637413,127.492161
충북교육과학연구원4,13:00,소형,252,109,235,128,83,51,106,19,10,47,65,164,36.637413,127.492161
충북교육과학연구원4,13:00,PCU,256,109,241,128,83,51,106,19,10,53,89,178,36.637413,127.492161
충북교육과학연구원4,18:00,대형,7,0,8,0,0,0,0,2,0,0,0,0,36.637413,127.492161
충북교육과학연구원4,18:00,소형,276,116,408,220,165,74,188,23,12,61,96,206,36.637413,127.492161
충북교육과학연구원4,18:00,PCU,290,116,424,220,165,74,188,27,12,61,96,206,36.637413,127.492161
석판분기점4,8:00,대형,19,12,21,0,0,16,0,4,3,22,8,6,36.6028,127.44037
석판분기점4,8:00,소형,173,33,341,163,0,218,0,12,12,444,46,37,36.6028,127.44037
석판분기점4,8:00,PCU,211,57,383,163,0,250,0,20,18,488,62,49,36.6028,127.44037
석판분기점4,13:00,대형,17,4,15,4,0,16,0,3,5,5,14,3,36.6028,127.44037
석판분기점4,13:00,소형,222,39,207,56,0,92,0,9,12,93,27,48,36.6028,127.44037
석판분기점4,13:00,PCU,256,47,237,64,0,124,0,15,22,103,55,54,36.6028,127.44037
석판분기점4,18:00,대형,17,3,17,1,0,20,0,3,1,3,14,5,36.6028,127.44037
석판분기점4,18:00,소형,432,42,190,60,0,539,0,11,14,151,108,77,36.6028,127.44037
석판분기점4,18:00,PCU,466,48,224,62,0,579,0,17,16,157,136,87,36.6028,127.44037
